english,hindi,punjabi
we am reading the lesson tomorrow.,हम पाठ पढ़ रहा हूँ कल।,ਅਸੀਂ ਪਾਠ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
the student will build a project carefully.,छात्र एक परियोजना बनाऊँगा ध्यान से।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਬਣਾਂਗਾ ਧਿਆਨ ਨਾਲ।
my friend am writing artificial intelligence today.,मेरा दोस्त कृत्रिम बुद्धिमत्ता लिख रहा हूँ आज।,ਮੇਰਾ ਦੋਸਤ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਲਿਖ ਰਿਹਾ ਹਾਂ ਅੱਜ।
i will read a translation system carefully.,मैं एक अनुवाद प्रणाली पढ़ूँगा ध्यान से।,ਮੈਂ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਪੜ੍ਹਾਂਗਾ ਧਿਆਨ ਨਾਲ।
she will learn machine learning quickly.,वह मशीन लर्निंग सीखूँगा जल्दी।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਸਿੱਖਾਂਗਾ ਜਲਦੀ।
we wrote a book at home.,हम एक किताब लिखा घर पर।,ਅਸੀਂ ਇੱਕ ਕਿਤਾਬ ਲਿਖਿਆ ਘਰ ਵਿੱਚ।
they read a project at home.,वे एक परियोजना पढ़ा घर पर।,ਉਹ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਪੜ੍ਹਿਆ ਘਰ ਵਿੱਚ।
he am reading a book quickly.,वह एक किताब पढ़ रहा हूँ जल्दी।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਜਲਦੀ।
she am reading the lesson tomorrow.,वह पाठ पढ़ रहा हूँ कल।,ਉਹ ਪਾਠ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
i read artificial intelligence today.,मैं कृत्रिम बुद्धिमत्ता पढ़ा आज।,ਮੈਂ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਪੜ੍ਹਿਆ ਅੱਜ।
she am studying the lesson at home.,वह पाठ पढ़ाई कर रहा हूँ घर पर।,ਉਹ ਪਾਠ ਪੜ੍ਹਾਈ ਕਰ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
they will build artificial intelligence today.,वे कृत्रिम बुद्धिमत्ता बनाऊँगा आज।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਬਣਾਂਗਾ ਅੱਜ।
the student am building machine learning today.,छात्र मशीन लर्निंग बना रहा हूँ आज।,ਵਿਦਿਆਰਥੀ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਬਣਾ ਰਿਹਾ ਹਾਂ ਅੱਜ।
the teacher studied the lesson carefully.,शिक्षक पाठ अध्ययन किया ध्यान से।,ਅਧਿਆਪक ਪਾਠ ਅਧਿਐਨ ਕੀਤਾ ਧਿਆਨ ਨਾਲ।
they will learn a book quickly.,वे एक किताब सीखूँगा जल्दी।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਸਿੱਖਾਂਗਾ ਜਲਦੀ।
i am learning artificial intelligence carefully.,मैं कृत्रिम बुद्धिमत्ता सीख रहा हूँ ध्यान से।,ਮੈਂ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਧਿਆਨ ਨਾਲ।
my friend am building a project tomorrow.,मेरा दोस्त एक परियोजना बना रहा हूँ कल।,ਮੇਰਾ ਦੋਸਤ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਬਣਾ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
we will write machine learning at university.,हम मशीन लर्निंग लिखूँगा विश्वविद्यालय में।,ਅਸੀਂ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਲਿਖਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
the student will write artificial intelligence at home.,छात्र कृत्रिम बुद्धिमत्ता लिखूँगा घर पर।,ਵਿਦਿਆਰਥੀ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਲਿਖਾਂਗਾ ਘਰ ਵਿੱਚ।
my friend will build data science at university.,मेरा दोस्त डेटा साइंस बनाऊँगा विश्वविद्यालय में।,ਮੇਰਾ ਦੋਸਤ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
he studied artificial intelligence at home.,वह कृत्रिम बुद्धिमत्ता अध्ययन किया घर पर।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਅਧਿਐਨ ਕੀਤਾ ਘਰ ਵਿੱਚ।
he am building artificial intelligence at university.,वह कृत्रिम बुद्धिमत्ता बना रहा हूँ विश्वविद्यालय में।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਬਣਾ ਰਿਹਾ ਹਾਂ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
my friend will write machine learning carefully.,मेरा दोस्त मशीन लर्निंग लिखूँगा ध्यान से।,ਮੇਰਾ ਦੋਸਤ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਲਿਖਾਂਗਾ ਧਿਆਨ ਨਾਲ।
she wrote machine learning carefully.,वह मशीन लर्निंग लिखा ध्यान से।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਲਿਖਿਆ ਧਿਆਨ ਨਾਲ।
he will read machine learning today.,वह मशीन लर्निंग पढ़ूँगा आज।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਾਂਗਾ ਅੱਜ।
my friend am writing a project today.,मेरा दोस्त एक परियोजना लिख रहा हूँ आज।,ਮੇਰਾ ਦੋਸਤ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਲਿਖ ਰਿਹਾ ਹਾਂ ਅੱਜ।
i built a translation system tomorrow.,मैं एक अनुवाद प्रणाली बनाया कल।,ਮੈਂ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਬਣਾਇਆ ਕੱਲ੍ਹ।
he built data science quickly.,वह डेटा साइंस बनाया जल्दी।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਇਆ ਜਲਦੀ।
my friend will learn machine learning at university.,मेरा दोस्त मशीन लर्निंग सीखूँगा विश्वविद्यालय में।,ਮੇਰਾ ਦੋਸਤ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਸਿੱਖਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
my friend am learning machine learning carefully.,मेरा दोस्त मशीन लर्निंग सीख रहा हूँ ध्यान से।,ਮੇਰਾ ਦੋਸਤ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਧਿਆਨ ਨਾਲ।
she am learning the lesson tomorrow.,वह पाठ सीख रहा हूँ कल।,ਉਹ ਪਾਠ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
i wrote the lesson today.,मैं पाठ लिखा आज।,ਮੈਂ ਪਾਠ ਲਿਖਿਆ ਅੱਜ।
the student will learn a project tomorrow.,छात्र एक परियोजना सीखूँगा कल।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਸਿੱਖਾਂਗਾ ਕੱਲ੍ਹ।
we learned a translation system carefully.,हम एक अनुवाद प्रणाली सीखा ध्यान से।,ਅਸੀਂ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਸਿੱਖਿਆ ਧਿਆਨ ਨਾਲ।
he will build machine learning today.,वह मशीन लर्निंग बनाऊँगा आज।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਬਣਾਂਗਾ ਅੱਜ।
she will learn artificial intelligence tomorrow.,वह कृत्रिम बुद्धिमत्ता सीखूँगा कल।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਸਿੱਖਾਂਗਾ ਕੱਲ੍ਹ।
the teacher am building artificial intelligence quickly.,शिक्षक कृत्रिम बुद्धिमत्ता बना रहा हूँ जल्दी।,ਅਧਿਆਪक ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਬਣਾ ਰਿਹਾ ਹਾਂ ਜਲਦੀ।
we wrote a translation system at university.,हम एक अनुवाद प्रणाली लिखा विश्वविद्यालय में।,ਅਸੀਂ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਲਿਖਿਆ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
we am writing a project at university.,हम एक परियोजना लिख रहा हूँ विश्वविद्यालय में।,ਅਸੀਂ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਲਿਖ ਰਿਹਾ ਹਾਂ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
she read data science at home.,वह डेटा साइंस पढ़ा घर पर।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹਿਆ ਘਰ ਵਿੱਚ।
we will write a book at home.,हम एक किताब लिखूँगा घर पर।,ਅਸੀਂ ਇੱਕ ਕਿਤਾਬ ਲਿਖਾਂਗਾ ਘਰ ਵਿੱਚ।
my friend am building artificial intelligence quickly.,मेरा दोस्त कृत्रिम बुद्धिमत्ता बना रहा हूँ जल्दी।,ਮੇਰਾ ਦੋਸਤ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਬਣਾ ਰਿਹਾ ਹਾਂ ਜਲਦੀ।
she am studying a book quickly.,वह एक किताब पढ़ाई कर रहा हूँ जल्दी।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਪੜ੍ਹਾਈ ਕਰ ਰਿਹਾ ਹਾਂ ਜਲਦੀ।
my friend will write data science carefully.,मेरा दोस्त डेटा साइंस लिखूँगा ध्यान से।,ਮੇਰਾ ਦੋਸਤ ਡਾਟਾ ਸਾਇੰਸ ਲਿਖਾਂਗਾ ਧਿਆਨ ਨਾਲ।
my friend will learn artificial intelligence at home.,मेरा दोस्त कृत्रिम बुद्धिमत्ता सीखूँगा घर पर।,ਮੇਰਾ ਦੋਸਤ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਸਿੱਖਾਂਗਾ ਘਰ ਵਿੱਚ।
they read machine learning at university.,वे मशीन लर्निंग पढ़ा विश्वविद्यालय में।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਿਆ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
i will learn the lesson at home.,मैं पाठ सीखूँगा घर पर।,ਮੈਂ ਪਾਠ ਸਿੱਖਾਂਗਾ ਘਰ ਵਿੱਚ।
the student will study machine learning tomorrow.,छात्र मशीन लर्निंग अध्ययन करूँगा कल।,ਵਿਦਿਆਰਥੀ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਅਧਿਐਨ ਕਰਾਂਗਾ ਕੱਲ੍ਹ।
we wrote data science carefully.,हम डेटा साइंस लिखा ध्यान से।,ਅਸੀਂ ਡਾਟਾ ਸਾਇੰਸ ਲਿਖਿਆ ਧਿਆਨ ਨਾਲ।
she read machine learning carefully.,वह मशीन लर्निंग पढ़ा ध्यान से।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਿਆ ਧਿਆਨ ਨਾਲ।
she learned the lesson at home.,वह पाठ सीखा घर पर।,ਉਹ ਪਾਠ ਸਿੱਖਿਆ ਘਰ ਵਿੱਚ।
the teacher am reading data science carefully.,शिक्षक डेटा साइंस पढ़ रहा हूँ ध्यान से।,ਅਧਿਆਪक ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਧਿਆਨ ਨਾਲ।
we will write artificial intelligence quickly.,हम कृत्रिम बुद्धिमत्ता लिखूँगा जल्दी।,ਅਸੀਂ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਲਿਖਾਂਗਾ ਜਲਦੀ।
she will read a book carefully.,वह एक किताब पढ़ूँगा ध्यान से।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਪੜ੍ਹਾਂਗਾ ਧਿਆਨ ਨਾਲ।
the teacher read data science today.,शिक्षक डेटा साइंस पढ़ा आज।,ਅਧਿਆਪक ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹਿਆ ਅੱਜ।
the teacher read data science quickly.,शिक्षक डेटा साइंस पढ़ा जल्दी।,ਅਧਿਆਪक ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹਿਆ ਜਲਦੀ।
my friend am building the lesson today.,मेरा दोस्त पाठ बना रहा हूँ आज।,ਮੇਰਾ ਦੋਸਤ ਪਾਠ ਬਣਾ ਰਿਹਾ ਹਾਂ ਅੱਜ।
the teacher am learning data science tomorrow.,शिक्षक डेटा साइंस सीख रहा हूँ कल।,ਅਧਿਆਪक ਡਾਟਾ ਸਾਇੰਸ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
i learned the lesson at home.,मैं पाठ सीखा घर पर।,ਮੈਂ ਪਾਠ ਸਿੱਖਿਆ ਘਰ ਵਿੱਚ।
the teacher will write artificial intelligence today.,शिक्षक कृत्रिम बुद्धिमत्ता लिखूँगा आज।,ਅਧਿਆਪक ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਲਿਖਾਂਗਾ ਅੱਜ।
they am building artificial intelligence tomorrow.,वे कृत्रिम बुद्धिमत्ता बना रहा हूँ कल।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਬਣਾ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
my friend will build data science quickly.,मेरा दोस्त डेटा साइंस बनाऊँगा जल्दी।,ਮੇਰਾ ਦੋਸਤ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਂਗਾ ਜਲਦੀ।
i will build a book at university.,मैं एक किताब बनाऊँगा विश्वविद्यालय में।,ਮੈਂ ਇੱਕ ਕਿਤਾਬ ਬਣਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
he built a translation system at home.,वह एक अनुवाद प्रणाली बनाया घर पर।,ਉਹ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਬਣਾਇਆ ਘਰ ਵਿੱਚ।
they will write data science tomorrow.,वे डेटा साइंस लिखूँगा कल।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਲਿਖਾਂਗਾ ਕੱਲ੍ਹ।
he will write the lesson quickly.,वह पाठ लिखूँगा जल्दी।,ਉਹ ਪਾਠ ਲਿਖਾਂਗਾ ਜਲਦੀ।
i am reading machine learning today.,मैं मशीन लर्निंग पढ़ रहा हूँ आज।,ਮੈਂ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਅੱਜ।
he read a translation system at university.,वह एक अनुवाद प्रणाली पढ़ा विश्वविद्यालय में।,ਉਹ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਪੜ੍ਹਿਆ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
we am writing a project tomorrow.,हम एक परियोजना लिख रहा हूँ कल।,ਅਸੀਂ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਲਿਖ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
the student am learning a translation system quickly.,छात्र एक अनुवाद प्रणाली सीख रहा हूँ जल्दी।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਜਲਦੀ।
he learned a project quickly.,वह एक परियोजना सीखा जल्दी।,ਉਹ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਸਿੱਖਿਆ ਜਲਦੀ।
my friend am building machine learning at home.,मेरा दोस्त मशीन लर्निंग बना रहा हूँ घर पर।,ਮੇਰਾ ਦੋਸਤ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਬਣਾ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
she will study a project at home.,वह एक परियोजना अध्ययन करूँगा घर पर।,ਉਹ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਅਧਿਐਨ ਕਰਾਂਗਾ ਘਰ ਵਿੱਚ।
they built data science at home.,वे डेटा साइंस बनाया घर पर।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਇਆ ਘਰ ਵਿੱਚ।
they built artificial intelligence today.,वे कृत्रिम बुद्धिमत्ता बनाया आज।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਬਣਾਇਆ ਅੱਜ।
he am learning data science carefully.,वह डेटा साइंस सीख रहा हूँ ध्यान से।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਧਿਆਨ ਨਾਲ।
